Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Involuntary manslaughter etc. in connection with traffic accident;Odsherred;2;3;2;4;6;3;0;1;0;2;2;1;2;2
Involuntary manslaughter etc. in connection with traffic accident;Ringsted;1;4;5;1;1;1;2;0;2;2;3;2;2;3
Involuntary manslaughter etc. in connection with traffic accident;Slagelse;8;7;8;3;3;4;2;4;6;9;7;7;6;4
Involuntary manslaughter etc. in connection with traffic accident;Sorø;5;2;4;1;1;0;0;2;1;1;1;1;4;1
Involuntary manslaughter etc. in connection with traffic accident;Stevns;1;0;2;2;3;0;0;1;0;1;2;1;2;0
Involuntary manslaughter etc. in connection with traffic accident;Vordingborg;2;3;4;4;1;2;2;1;0;2;3;5;3;1
Involuntary manslaughter etc. in connection with traffic accident;Assens;1;0;1;2;0;2;3;2;1;1;2;4;0;6
Involuntary manslaughter etc. in connection with traffic accident;Faaborg-Midtfyn;1;1;5;1;2;3;2;2;0;2;5;2;3;2
Involuntary manslaughter etc. in connection with traffic accident;Kerteminde;0;1;0;0;2;1;0;1;0;2;2;4;0;1
Involuntary manslaughter etc. in connection with traffic accident;Langeland;1;1;0;0;1;1;0;0;2;0;1;1;1;0
Involuntary manslaughter etc. in connection with traffic accident;Middelfart;4;5;5;1;4;2;9;1;1;2;4;1;0;1
Involuntary manslaughter etc. in connection with traffic accident;Nordfyns;1;3;2;1;1;0;2;2;3;1;1;1;0;4
Involuntary manslaughter etc. in connection with traffic accident;Nyborg;2;1;3;0;5;2;2;0;0;2;1;4;7;3
Involuntary manslaughter etc. in connection with traffic accident;Odense;10;5;14;8;8;6;7;7;4;6;8;8;5;10
Involuntary manslaughter etc. in connection with traffic accident;Svendborg;1;2;6;1;2;2;2;1;1;2;3;5;2;1
Involuntary manslaughter etc. in connection with traffic accident;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Billund;0;0;3;0;1;3;3;0;1;0;5;6;1;3
Involuntary manslaughter etc. in connection with traffic accident;Esbjerg;7;3;3;0;5;4;1;2;2;5;3;4;4;4
Involuntary manslaughter etc. in connection with traffic accident;Fanø;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Fredericia;2;1;0;1;2;0;0;4;3;1;0;5;4;4
Involuntary manslaughter etc. in connection with traffic accident;Haderslev;2;3;4;7;2;5;4;0;1;1;3;4;1;1
Involuntary manslaughter etc. in connection with traffic accident;Kolding;0;3;6;2;0;2;3;2;6;9;1;10;12;5
Involuntary manslaughter etc. in connection with traffic accident;Sønderborg;2;0;3;1;2;3;1;5;0;0;0;2;5;2
Involuntary manslaughter etc. in connection with traffic accident;Tønder;3;4;4;2;1;3;2;2;2;0;0;2;1;3
Involuntary manslaughter etc. in connection with traffic accident;Varde;2;3;1;4;8;4;5;2;2;2;1;1;1;0
Involuntary manslaughter etc. in connection with traffic accident;Vejen;1;5;2;1;3;2;5;0;0;2;1;0;5;2
Involuntary manslaughter etc. in connection with traffic accident;Vejle;5;5;7;5;4;2;8;7;10;1;3;5;4;4
Involuntary manslaughter etc. in connection with traffic accident;Aabenraa;3;1;1;0;1;1;1;1;1;0;2;3;1;2
Involuntary manslaughter etc. in connection with traffic accident;Favrskov;2;1;4;3;4;1;0;0;4;0;2;5;2;5
Involuntary manslaughter etc. in connection with traffic accident;Hedensted;2;4;5;2;4;2;0;1;1;3;3;1;3;1
Involuntary manslaughter etc. in connection with traffic accident;Horsens;4;9;7;6;3;3;9;14;6;2;5;6;7;1
Involuntary manslaughter etc. in connection with traffic accident;Norddjurs;1;5;0;4;0;0;2;1;1;1;2;3;1;3
Involuntary manslaughter etc. in connection with traffic accident;Odder;2;0;1;1;0;0;0;0;1;1;0;1;3;4
Involuntary manslaughter etc. in connection with traffic accident;Randers;6;6;10;6;3;3;4;1;2;3;3;6;4;4
Involuntary manslaughter etc. in connection with traffic accident;Samsø;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Silkeborg;6;5;4;15;8;6;8;4;6;5;6;5;3;3
Involuntary manslaughter etc. in connection with traffic accident;Skanderborg;0;3;2;2;1;0;1;1;0;1;2;3;6;2
Involuntary manslaughter etc. in connection with traffic accident;Syddjurs;3;4;1;1;6;8;4;3;1;2;3;2;0;1
Involuntary manslaughter etc. in connection with traffic accident;Aarhus;25;10;20;16;9;11;6;9;8;7;13;8;9;12
Involuntary manslaughter etc. in connection with traffic accident;Herning;9;3;5;6;6;4;6;3;9;5;6;6;4;7
Involuntary manslaughter etc. in connection with traffic accident;Holstebro;3;3;3;4;1;4;1;2;1;0;3;4;7;0
Involuntary manslaughter etc. in connection with traffic accident;Ikast-Brande;4;0;3;5;3;2;6;2;1;2;0;2;0;0
Involuntary manslaughter etc. in connection with traffic accident;Lemvig;0;1;1;4;1;0;1;0;0;0;2;1;1;1
Involuntary manslaughter etc. in connection with traffic accident;Ringkøbing-Skjern;6;5;7;8;2;5;4;1;0;6;1;3;4;1
Involuntary manslaughter etc. in connection with traffic accident;Skive;1;1;1;0;2;3;3;2;1;3;3;2;1;1
Involuntary manslaughter etc. in connection with traffic accident;Struer;0;2;1;1;1;0;1;2;1;2;0;2;0;2
Involuntary manslaughter etc. in connection with traffic accident;Viborg;2;7;3;1;6;4;3;7;8;6;6;8;5;2
Involuntary manslaughter etc. in connection with traffic accident;Brønderslev;5;0;2;1;3;2;1;2;3;3;1;4;0;1
Involuntary manslaughter etc. in connection with traffic accident;Frederikshavn;1;7;3;7;7;2;1;2;3;5;1;1;2;0
Involuntary manslaughter etc. in connection with traffic accident;Hjørring;2;2;2;4;5;7;10;1;1;2;5;5;3;3
Involuntary manslaughter etc. in connection with traffic accident;Jammerbugt;2;4;3;4;4;2;2;1;1;1;3;3;2;0
Involuntary manslaughter etc. in connection with traffic accident;Læsø;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Involuntary manslaughter etc. in connection with traffic accident;Mariagerfjord;3;6;0;3;2;2;1;0;1;0;2;0;3;1
Involuntary manslaughter etc. in connection with traffic accident;Morsø;2;2;1;0;3;2;1;1;0;0;3;3;0;0
Involuntary manslaughter etc. in connection with traffic accident;Rebild;2;0;2;1;1;0;1;1;3;2;1;0;1;1
Involuntary manslaughter etc. in connection with traffic accident;Thisted;3;0;1;2;2;1;2;1;1;6;2;1;2;2
Involuntary manslaughter etc. in connection with traffic accident;Vesthimmerlands;4;0;3;2;2;2;2;2;1;1;1;1;2;0
Involuntary manslaughter etc. in connection with traffic accident;Aalborg;4;2;6;10;4;3;5;1;1;3;6;6;10;6
Involuntary manslaughter etc. in connection with traffic accident;Unknown municipality;6;0;1;0;2;1;0;1;0;0;0;0;1;0
Non-molestation order (Repealed in 2012);Copenhagen;46;58;89;105;28;3;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Frederiksberg;8;7;0;0;0;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Dragør;2;1;0;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Tårnby;3;2;2;0;3;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Albertslund;0;2;0;1;9;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Ballerup;11;1;10;5;1;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Brøndby;0;0;0;3;9;3;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Gentofte;19;19;8;2;4;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Gladsaxe;8;7;11;4;35;2;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Glostrup;2;0;1;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Herlev;4;0;3;2;2;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Hvidovre;3;6;1;1;2;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Høje-Taastrup;3;0;12;11;3;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Ishøj;1;0;0;3;1;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Lyngby-Taarbæk;0;1;0;13;4;3;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Rødovre;4;9;13;1;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Vallensbæk;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Allerød;3;1;1;7;5;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Egedal;1;1;0;6;3;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Fredensborg;2;0;0;2;1;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Frederikssund;2;1;0;1;6;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Furesø;2;0;0;4;2;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Gribskov;4;7;7;4;13;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Halsnæs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Helsingør;0;1;0;13;82;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Hillerød;8;2;1;4;8;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Rudersdal;25;2;2;1;1;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Bornholm;7;3;2;10;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Greve;0;15;5;1;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Køge;1;37;0;1;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Lejre;4;2;0;1;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Roskilde;4;5;12;7;0;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Solrød;0;3;2;2;6;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Faxe;3;2;1;12;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Guldborgsund;27;18;31;12;3;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Holbæk;4;5;1;2;1;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Kalundborg;1;0;0;4;0;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Lolland;15;5;4;5;5;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Næstved;19;24;3;5;4;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Odsherred;0;0;7;17;0;2;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Ringsted;9;11;1;3;1;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Slagelse;5;8;5;11;9;2;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Sorø;2;0;0;0;1;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Stevns;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Vordingborg;4;0;3;10;3;2;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Assens;0;3;0;3;7;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Faaborg-Midtfyn;4;1;2;6;12;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Kerteminde;8;0;4;7;4;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Langeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Middelfart;0;8;4;3;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Nordfyns;5;2;0;8;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Nyborg;38;2;33;1;9;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Odense;37;19;22;42;43;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Svendborg;5;24;9;1;2;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Ærø;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Billund;1;3;0;1;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Esbjerg;8;6;4;4;9;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Fanø;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Fredericia;6;12;8;10;11;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Haderslev;1;2;3;8;0;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Kolding;8;17;7;4;22;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Sønderborg;9;8;1;8;25;10;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Tønder;0;0;7;6;5;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Varde;2;1;1;4;1;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Vejen;9;1;2;0;1;2;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Vejle;8;4;10;7;13;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Aabenraa;5;0;13;4;5;3;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Favrskov;3;1;0;6;22;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Hedensted;1;1;20;0;0;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Horsens;12;11;20;7;299;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Norddjurs;2;3;0;0;0;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Odder;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Randers;3;5;5;4;11;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Silkeborg;8;2;2;4;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Skanderborg;0;0;1;0;0;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Syddjurs;2;4;6;2;2;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Aarhus;39;29;37;28;20;8;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Herning;3;4;1;1;1;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Holstebro;19;7;6;5;20;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Ikast-Brande;2;7;3;0;8;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Lemvig;0;0;2;5;2;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Ringkøbing-Skjern;1;1;0;1;23;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Skive;12;16;1;3;5;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Struer;0;6;5;0;2;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Viborg;23;18;5;7;4;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Brønderslev;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Frederikshavn;5;10;12;4;3;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Hjørring;5;3;2;3;1;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Jammerbugt;1;0;4;17;3;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Mariagerfjord;2;3;3;1;5;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Morsø;1;1;0;0;1;2;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Rebild;0;0;0;4;2;1;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Thisted;7;2;2;0;3;4;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Vesthimmerlands;2;3;0;0;1;0;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Aalborg;13;24;19;11;16;5;0;0;0;0;0;0;0;0
Non-molestation order (Repealed in 2012);Unknown municipality;8;25;12;15;8;3;0;1;0;0;0;0;0;0
Invasion of privacy and defamation;Copenhagen;83;62;68;134;112;74;139;162;106;115;133;162;168;176
Invasion of privacy and defamation;Frederiksberg;10;8;3;2;8;8;12;12;13;8;7;5;7;9
Invasion of privacy and defamation;Dragør;0;1;1;0;0;0;0;2;0;0;0;0;1;2
Invasion of privacy and defamation;Tårnby;4;1;6;5;7;3;5;4;3;5;6;4;10;15
Invasion of privacy and defamation;Albertslund;5;1;10;1;4;5;3;4;7;6;4;8;8;5
Invasion of privacy and defamation;Ballerup;5;6;6;4;2;9;5;8;1;6;7;5;12;5
Invasion of privacy and defamation;Brøndby;0;2;4;6;3;3;3;8;1;6;4;7;10;7
Invasion of privacy and defamation;Gentofte;11;8;3;9;7;6;4;6;4;4;3;3;9;11
Invasion of privacy and defamation;Gladsaxe;6;2;8;7;10;3;5;7;9;3;6;5;9;8
Invasion of privacy and defamation;Glostrup;1;2;1;1;2;1;3;2;1;7;3;2;8;8
Invasion of privacy and defamation;Herlev;4;5;0;5;3;1;4;1;5;2;4;6;6;7
Invasion of privacy and defamation;Hvidovre;7;6;6;5;3;4;2;2;1;10;5;8;5;9
Invasion of privacy and defamation;Høje-Taastrup;2;3;2;8;1;3;2;5;3;4;6;6;11;3
Invasion of privacy and defamation;Ishøj;3;2;0;2;1;2;2;1;3;5;1;1;4;2
Invasion of privacy and defamation;Lyngby-Taarbæk;5;2;1;4;8;3;2;6;4;2;1;3;3;12
Invasion of privacy and defamation;Rødovre;6;5;4;2;5;1;9;1;3;2;16;5;16;9
Invasion of privacy and defamation;Vallensbæk;0;0;1;1;0;0;1;2;0;0;1;0;1;1
Invasion of privacy and defamation;Allerød;0;5;1;1;2;56;50;55;14;25;14;10;6;0
Invasion of privacy and defamation;Egedal;4;0;1;2;0;0;1;3;0;6;2;2;1;5
Invasion of privacy and defamation;Fredensborg;6;5;6;4;1;2;7;8;5;3;1;2;3;3
Invasion of privacy and defamation;Frederikssund;6;3;6;7;2;2;5;3;3;3;8;3;1;5
Invasion of privacy and defamation;Furesø;3;2;1;2;4;3;5;1;0;2;1;1;1;4
Invasion of privacy and defamation;Gribskov;3;3;13;9;8;7;4;6;2;4;6;7;10;10
Invasion of privacy and defamation;Halsnæs;2;6;6;3;2;3;13;6;1;11;4;1;3;8
Invasion of privacy and defamation;Helsingør;9;8;11;4;8;25;16;4;7;10;8;5;5;18
Invasion of privacy and defamation;Hillerød;4;4;4;0;3;6;4;3;2;5;5;0;2;5
Invasion of privacy and defamation;Hørsholm;0;2;0;1;2;7;4;2;3;2;2;7;5;2
Invasion of privacy and defamation;Rudersdal;6;8;2;5;1;0;0;7;1;2;3;3;4;4
Invasion of privacy and defamation;Bornholm;3;4;6;9;5;4;4;6;9;7;12;7;11;7
Invasion of privacy and defamation;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Invasion of privacy and defamation;Greve;4;4;5;6;20;16;5;4;4;0;5;1;12;6
Invasion of privacy and defamation;Køge;3;4;4;4;1;3;8;4;6;4;3;4;10;5
Invasion of privacy and defamation;Lejre;2;2;0;2;0;4;4;1;1;1;0;3;4;3
Invasion of privacy and defamation;Roskilde;6;6;3;3;7;4;9;8;7;6;10;11;10;18
Invasion of privacy and defamation;Solrød;0;0;0;2;1;3;1;1;0;0;2;1;0;2
Invasion of privacy and defamation;Faxe;0;2;0;1;0;1;1;1;6;1;1;2;6;2
Invasion of privacy and defamation;Guldborgsund;4;11;12;5;7;15;19;13;7;15;9;19;27;24
Invasion of privacy and defamation;Holbæk;3;1;6;5;5;2;7;6;6;8;5;2;3;10
Invasion of privacy and defamation;Kalundborg;1;2;6;92;2;3;6;1;5;4;1;5;6;5
Invasion of privacy and defamation;Lolland;3;4;2;6;8;4;9;11;3;12;10;12;14;14
Invasion of privacy and defamation;Næstved;11;5;5;5;6;8;9;7;11;39;19;12;13;24
Invasion of privacy and defamation;Odsherred;5;4;5;1;2;4;0;9;3;3;2;2;15;43
Invasion of privacy and defamation;Ringsted;0;4;0;0;3;1;1;8;1;4;2;5;4;7
Invasion of privacy and defamation;Slagelse;8;7;8;9;6;7;11;14;10;17;13;8;19;23
Invasion of privacy and defamation;Sorø;2;0;3;3;2;1;4;4;4;2;7;1;5;5
Invasion of privacy and defamation;Stevns;0;1;0;0;2;0;0;2;1;1;1;2;0;2
Invasion of privacy and defamation;Vordingborg;3;2;3;6;9;3;3;8;8;9;8;3;13;18
Invasion of privacy and defamation;Assens;1;6;5;3;6;9;2;3;5;1;3;2;6;8
Invasion of privacy and defamation;Faaborg-Midtfyn;2;1;6;1;3;2;5;2;0;0;2;8;5;13
Invasion of privacy and defamation;Kerteminde;1;2;2;5;0;3;2;1;1;1;1;0;2;6
Invasion of privacy and defamation;Langeland;2;1;2;1;2;2;0;1;0;1;0;1;2;4
Invasion of privacy and defamation;Middelfart;2;3;3;3;2;2;1;4;1;1;3;3;9;9
Invasion of privacy and defamation;Nordfyns;4;1;6;1;3;3;0;2;1;3;4;7;7;3
Invasion of privacy and defamation;Nyborg;7;4;2;6;1;1;3;5;2;0;1;1;6;2
Invasion of privacy and defamation;Odense;28;32;21;27;23;22;20;29;17;18;31;25;40;41
Invasion of privacy and defamation;Svendborg;7;2;7;4;10;6;5;2;3;2;28;7;8;6
Invasion of privacy and defamation;Ærø;4;0;1;0;1;0;2;0;1;0;0;1;0;1
Invasion of privacy and defamation;Billund;2;1;1;2;3;3;1;3;6;8;3;1;2;6
Invasion of privacy and defamation;Esbjerg;10;11;7;14;76;64;77;34;34;52;65;98;145;64
Invasion of privacy and defamation;Fanø;1;0;0;1;0;1;0;0;0;0;0;0;1;3
Invasion of privacy and defamation;Fredericia;5;7;3;5;5;6;197;4;126;4;4;1;7;9
Invasion of privacy and defamation;Haderslev;1;7;3;6;9;4;3;6;12;12;6;17;14;11
Invasion of privacy and defamation;Kolding;11;10;4;4;8;4;11;9;60;10;5;11;12;14
Invasion of privacy and defamation;Sønderborg;5;3;6;3;6;10;10;5;2;5;10;19;10;14
Invasion of privacy and defamation;Tønder;1;4;1;2;2;2;2;3;1;3;7;4;6;11
Invasion of privacy and defamation;Varde;5;1;2;2;0;3;3;5;6;3;14;11;8;16
Invasion of privacy and defamation;Vejen;10;4;4;0;10;9;9;1;9;4;1;7;7;4
Invasion of privacy and defamation;Vejle;7;5;4;8;10;8;14;7;3;13;9;9;17;16
Invasion of privacy and defamation;Aabenraa;5;4;10;7;4;6;7;13;11;13;8;15;18;13
Invasion of privacy and defamation;Favrskov;5;2;3;6;5;6;3;2;1;7;8;8;2;3
Invasion of privacy and defamation;Hedensted;3;1;1;1;2;1;4;6;2;2;7;5;4;9
Invasion of privacy and defamation;Horsens;2;13;6;10;7;4;9;8;5;6;9;14;17;11
Invasion of privacy and defamation;Norddjurs;5;4;6;3;1;1;4;2;15;5;4;6;7;6
Invasion of privacy and defamation;Odder;3;1;2;0;0;0;2;1;0;1;6;5;0;3
Invasion of privacy and defamation;Randers;12;14;7;12;14;13;18;3;11;10;14;20;19;18
Invasion of privacy and defamation;Samsø;0;0;2;3;2;0;0;0;3;2;0;1;4;0
Invasion of privacy and defamation;Silkeborg;2;3;9;7;7;8;7;5;7;10;9;7;10;12
Invasion of privacy and defamation;Skanderborg;4;2;4;2;0;3;1;3;5;3;4;2;2;5
Invasion of privacy and defamation;Syddjurs;3;0;0;4;4;2;2;2;4;3;2;3;11;38
Invasion of privacy and defamation;Aarhus;31;11;43;24;32;29;33;62;43;36;56;37;36;48
Invasion of privacy and defamation;Herning;7;4;5;6;8;12;9;7;6;15;17;15;5;13
Invasion of privacy and defamation;Holstebro;7;4;4;7;8;9;2;4;10;5;2;10;11;30
Invasion of privacy and defamation;Ikast-Brande;1;4;4;2;4;6;5;6;5;5;6;2;16;23
Invasion of privacy and defamation;Lemvig;1;1;2;0;0;1;0;3;0;0;0;0;4;4
Invasion of privacy and defamation;Ringkøbing-Skjern;2;2;4;3;1;3;2;2;3;1;2;5;12;9
Invasion of privacy and defamation;Skive;3;1;0;5;2;1;4;3;1;6;9;7;9;14
Invasion of privacy and defamation;Struer;2;1;2;7;3;0;0;1;2;3;2;3;4;5
Invasion of privacy and defamation;Viborg;5;6;7;2;6;10;5;3;7;7;7;12;16;15
Invasion of privacy and defamation;Brønderslev;1;3;2;1;4;4;2;3;5;4;2;2;6;5
Invasion of privacy and defamation;Frederikshavn;6;5;5;4;7;5;9;6;9;9;8;10;9;14
Invasion of privacy and defamation;Hjørring;8;4;7;3;4;2;4;7;18;21;16;10;6;15
Invasion of privacy and defamation;Jammerbugt;1;1;7;3;2;3;5;10;5;2;4;7;7;14
Invasion of privacy and defamation;Læsø;0;0;0;2;1;0;0;0;0;0;0;1;0;1
Invasion of privacy and defamation;Mariagerfjord;4;3;2;3;5;0;9;3;8;5;3;6;12;8
Invasion of privacy and defamation;Morsø;2;3;0;3;0;3;1;0;1;2;3;2;1;0
Invasion of privacy and defamation;Rebild;0;0;1;1;1;0;1;2;2;0;4;1;28;3
Invasion of privacy and defamation;Thisted;4;11;2;2;3;5;11;5;2;4;4;4;8;6
Invasion of privacy and defamation;Vesthimmerlands;1;3;1;2;8;5;3;6;2;3;6;8;1;6
Invasion of privacy and defamation;Aalborg;19;15;18;18;23;33;19;31;35;16;37;33;44;49
Invasion of privacy and defamation;Unknown municipality;2;3;5;10;16;14;77;22;46;111;188;56;96;175
Special acts, total;Copenhagen;9216;9675;8129;7582;9110;11173;11785;12670;10920;11637;10619;11640;14168;13555
Special acts, total;Frederiksberg;318;266;229;200;239;482;436;445;403;501;509;407;657;645
Special acts, total;Dragør;24;24;32;43;32;32;21;34;43;54;48;37;60;68
Special acts, total;Tårnby;585;732;747;738;921;1059;1063;1580;1120;1479;1407;1298;1274;775
Special acts, total;Albertslund;264;216;216;254;281;321;456;376;354;384;279;406;425;411
Special acts, total;Ballerup;387;288;198;184;239;262;455;531;549;343;337;453;661;459
Special acts, total;Brøndby;242;218;243;222;391;247;374;455;495;455;362;532;606;389
Special acts, total;Gentofte;143;168;174;177;195;186;176;227;163;157;165;257;385;305
Special acts, total;Gladsaxe;200;173;219;150;249;227;492;460;352;455;288;497;507;794
Special acts, total;Glostrup;186;196;131;130;201;155;271;384;409;351;194;259;418;274
Special acts, total;Herlev;134;108;99;103;140;114;207;225;203;198;233;295;347;264
Special acts, total;Hvidovre;178;262;244;214;249;304;420;584;526;400;303;431;564;480
Special acts, total;Høje-Taastrup;212;236;164;204;215;226;390;452;422;382;321;559;624;397
Special acts, total;Ishøj;182;145;115;119;114;115;133;217;195;212;194;319;322;359
Special acts, total;Lyngby-Taarbæk;256;212;168;151;175;221;215;266;205;178;158;211;340;303
Special acts, total;Rødovre;142;182;125;155;227;316;445;402;416;320;267;380;350;388
Special acts, total;Vallensbæk;65;51;47;48;51;56;61;100;77;98;60;105;141;118
