Charged criminal offences;Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Charge;Penal code, unspecified;Favrskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Hedensted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Horsens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Norddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Randers;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Silkeborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Skanderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Syddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Aarhus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Herning;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Holstebro;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Ikast-Brande;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Ringkøbing-Skjern;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Skive;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Struer;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Viborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Brønderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Frederikshavn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Hjørring;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Jammerbugt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Mariagerfjord;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Morsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Rebild;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Thisted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Vesthimmerlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Aalborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Penal code, unspecified;Unknown municipality;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Sexual offenses, total;Copenhagen;124;139;115;108;145;161;119;138;156;181;372;704;262;396
Charge;Sexual offenses, total;Frederiksberg;13;12;11;11;15;7;13;12;23;45;34;119;29;38
Charge;Sexual offenses, total;Dragør;0;2;5;1;3;5;0;0;3;17;3;6;2;3
Charge;Sexual offenses, total;Tårnby;7;10;12;8;6;5;11;8;7;9;12;82;64;32
Charge;Sexual offenses, total;Albertslund;9;22;18;10;11;11;7;7;8;7;164;12;11;18
Charge;Sexual offenses, total;Ballerup;16;7;7;7;7;15;19;10;15;13;17;16;34;21
Charge;Sexual offenses, total;Brøndby;15;13;14;12;21;20;8;2;5;538;287;16;24;25
Charge;Sexual offenses, total;Gentofte;7;9;7;18;13;21;10;11;5;3;96;125;16;26
Charge;Sexual offenses, total;Gladsaxe;19;10;16;11;10;17;12;10;11;21;33;20;24;15
Charge;Sexual offenses, total;Glostrup;3;3;11;8;7;13;10;3;2;4;8;12;15;18
Charge;Sexual offenses, total;Herlev;10;11;5;10;11;11;23;10;4;13;18;4;20;6
Charge;Sexual offenses, total;Hvidovre;10;17;12;14;15;34;12;12;12;19;29;24;33;38
Charge;Sexual offenses, total;Høje-Taastrup;20;9;18;17;12;12;20;18;28;26;25;17;20;36
Charge;Sexual offenses, total;Ishøj;11;6;9;6;7;13;13;9;5;12;7;262;11;16
Charge;Sexual offenses, total;Lyngby-Taarbæk;5;10;21;1;6;11;17;22;13;4;79;38;18;40
Charge;Sexual offenses, total;Rødovre;20;9;9;12;10;15;5;3;17;15;20;20;13;15
Charge;Sexual offenses, total;Vallensbæk;2;3;4;3;6;3;1;1;5;2;2;2;6;6
Charge;Sexual offenses, total;Allerød;5;5;7;2;3;6;6;3;3;9;14;22;10;1
Charge;Sexual offenses, total;Egedal;7;10;3;6;16;4;10;7;17;9;17;30;13;9
Charge;Sexual offenses, total;Fredensborg;11;7;14;3;8;8;3;14;4;9;10;65;13;13
Charge;Sexual offenses, total;Frederikssund;17;31;13;9;19;16;6;10;11;6;14;20;11;23
Charge;Sexual offenses, total;Furesø;6;7;4;5;5;59;88;3;4;13;165;49;8;17
Charge;Sexual offenses, total;Gribskov;18;10;9;8;10;9;9;16;13;13;49;31;44;23
Charge;Sexual offenses, total;Halsnæs;11;9;9;25;14;7;9;1;4;15;20;19;16;8
Charge;Sexual offenses, total;Helsingør;23;13;15;19;29;31;21;14;14;19;74;67;34;23
Charge;Sexual offenses, total;Hillerød;16;5;9;29;8;16;12;7;8;14;37;45;13;35
Charge;Sexual offenses, total;Hørsholm;4;2;6;0;0;4;10;2;1;3;15;28;5;4
Charge;Sexual offenses, total;Rudersdal;12;7;21;12;8;6;5;10;6;67;151;54;14;13
Charge;Sexual offenses, total;Bornholm;9;24;11;20;17;11;20;17;27;25;27;20;43;32
Charge;Sexual offenses, total;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Sexual offenses, total;Greve;12;17;16;27;35;19;19;12;9;13;11;26;12;39
Charge;Sexual offenses, total;Køge;17;21;9;13;12;20;14;32;12;10;14;18;30;13
Charge;Sexual offenses, total;Lejre;8;2;7;11;4;5;3;8;2;5;6;5;6;9
Charge;Sexual offenses, total;Roskilde;16;16;15;15;30;33;17;27;27;14;100;61;63;35
Charge;Sexual offenses, total;Solrød;2;6;3;3;7;8;4;2;1;3;2;17;7;5
Charge;Sexual offenses, total;Faxe;5;18;7;4;5;7;9;28;9;9;19;46;11;23
Charge;Sexual offenses, total;Guldborgsund;32;35;27;54;28;28;20;33;19;36;32;63;40;52
Charge;Sexual offenses, total;Holbæk;25;23;20;26;22;44;20;83;28;20;42;61;25;32
Charge;Sexual offenses, total;Kalundborg;23;9;20;33;21;9;15;23;8;20;41;17;43;19
Charge;Sexual offenses, total;Lolland;12;20;20;44;24;22;22;26;33;20;26;53;39;39
Charge;Sexual offenses, total;Næstved;40;18;17;32;27;19;32;34;27;33;30;59;40;60
Charge;Sexual offenses, total;Odsherred;8;12;10;23;17;10;13;13;10;18;21;12;31;47
Charge;Sexual offenses, total;Ringsted;5;6;12;6;17;12;12;10;17;8;13;15;24;14
Charge;Sexual offenses, total;Slagelse;25;27;18;21;28;25;27;17;27;60;47;62;57;62
Charge;Sexual offenses, total;Sorø;10;10;16;8;8;5;12;11;30;6;23;30;39;34
Charge;Sexual offenses, total;Stevns;6;5;4;9;6;4;4;7;8;3;10;20;8;17
Charge;Sexual offenses, total;Vordingborg;36;13;12;14;16;10;12;18;21;21;29;41;28;44
Charge;Sexual offenses, total;Assens;21;16;19;37;20;6;21;26;16;7;16;31;27;27
Charge;Sexual offenses, total;Faaborg-Midtfyn;14;23;14;16;8;11;6;16;16;16;29;18;40;26
Charge;Sexual offenses, total;Kerteminde;4;8;11;10;4;9;5;6;16;4;5;13;6;9
Charge;Sexual offenses, total;Langeland;10;1;1;9;7;6;2;2;5;18;1;2;3;4
Charge;Sexual offenses, total;Middelfart;7;14;6;14;20;8;3;5;11;7;14;65;18;21
Charge;Sexual offenses, total;Nordfyns;8;16;5;12;7;9;11;13;8;3;4;9;2;15
Charge;Sexual offenses, total;Nyborg;15;8;12;15;14;13;10;15;32;11;12;16;17;16
Charge;Sexual offenses, total;Odense;83;54;80;84;69;57;81;89;69;89;95;104;107;119
Charge;Sexual offenses, total;Svendborg;23;18;18;13;25;20;33;13;15;32;42;31;24;24
Charge;Sexual offenses, total;Ærø;1;3;2;2;4;0;0;1;2;1;1;2;0;1
Charge;Sexual offenses, total;Billund;6;5;11;6;9;15;5;4;13;12;11;11;11;20
Charge;Sexual offenses, total;Esbjerg;46;81;45;47;32;70;43;81;106;65;90;123;156;62
Charge;Sexual offenses, total;Fanø;0;0;1;0;2;1;0;1;1;11;5;15;1;0
Charge;Sexual offenses, total;Fredericia;18;28;19;16;10;12;9;21;26;27;22;34;24;44
Charge;Sexual offenses, total;Haderslev;20;22;19;14;28;30;18;19;28;26;31;43;33;33
Charge;Sexual offenses, total;Kolding;42;31;18;25;21;26;15;45;26;26;26;65;55;39
Charge;Sexual offenses, total;Sønderborg;25;19;23;26;24;29;25;33;17;39;42;57;39;45
Charge;Sexual offenses, total;Tønder;27;12;17;23;15;12;21;13;17;25;22;32;27;32
Charge;Sexual offenses, total;Varde;6;25;19;25;11;17;21;24;33;15;25;21;40;37
Charge;Sexual offenses, total;Vejen;18;24;21;18;16;19;17;18;52;15;28;58;27;20
Charge;Sexual offenses, total;Vejle;31;35;18;31;34;46;52;38;35;42;46;45;53;66
Charge;Sexual offenses, total;Aabenraa;40;25;29;36;30;29;33;41;21;36;43;31;28;53
Charge;Sexual offenses, total;Favrskov;8;7;2;16;11;7;11;16;13;5;10;28;45;260
Charge;Sexual offenses, total;Hedensted;10;6;8;11;10;10;20;15;2;34;21;27;7;20
Charge;Sexual offenses, total;Horsens;29;25;17;15;33;15;14;21;20;19;41;95;61;44
Charge;Sexual offenses, total;Norddjurs;24;17;19;6;11;13;20;8;5;8;18;27;20;13
Charge;Sexual offenses, total;Odder;1;2;4;0;6;4;11;3;3;3;6;6;9;6
Charge;Sexual offenses, total;Randers;20;30;28;157;46;27;47;46;181;26;37;77;47;130
Charge;Sexual offenses, total;Samsø;0;3;3;2;0;0;1;0;0;2;1;0;1;0
Charge;Sexual offenses, total;Silkeborg;22;25;18;13;30;28;15;22;18;12;52;78;56;56
Charge;Sexual offenses, total;Skanderborg;18;9;9;22;28;11;4;15;7;6;13;24;16;15
Charge;Sexual offenses, total;Syddjurs;16;7;7;11;6;20;11;10;8;9;15;47;41;10
Charge;Sexual offenses, total;Aarhus;118;73;62;68;60;65;69;67;74;119;133;215;161;125
Charge;Sexual offenses, total;Herning;22;22;18;17;30;44;36;37;13;34;34;71;27;48
Charge;Sexual offenses, total;Holstebro;17;24;11;9;20;16;85;22;19;21;42;44;71;72
Charge;Sexual offenses, total;Ikast-Brande;11;15;14;13;28;14;13;15;7;13;11;23;28;29
Charge;Sexual offenses, total;Lemvig;2;3;9;2;12;3;4;2;6;4;6;6;11;5
Charge;Sexual offenses, total;Ringkøbing-Skjern;11;17;17;23;17;11;17;8;17;21;13;26;22;41
Charge;Sexual offenses, total;Skive;18;26;14;17;16;13;23;16;15;12;12;34;92;27
Charge;Sexual offenses, total;Struer;3;6;8;9;6;8;4;5;7;10;16;14;36;13
Charge;Sexual offenses, total;Viborg;25;21;31;33;37;60;24;34;16;38;127;90;41;87
Charge;Sexual offenses, total;Brønderslev;8;5;10;10;17;17;20;8;15;30;17;22;11;31
Charge;Sexual offenses, total;Frederikshavn;13;16;16;48;16;14;12;34;26;23;51;73;26;22
Charge;Sexual offenses, total;Hjørring;28;25;25;33;6;32;18;20;23;21;44;167;39;40
Charge;Sexual offenses, total;Jammerbugt;12;10;10;16;15;20;11;10;9;29;18;38;7;38
Charge;Sexual offenses, total;Læsø;1;0;2;5;0;0;0;0;1;0;0;0;10;1
Charge;Sexual offenses, total;Mariagerfjord;15;7;15;5;16;8;10;9;5;13;15;13;26;21
Charge;Sexual offenses, total;Morsø;7;6;11;6;8;7;8;8;14;8;11;7;14;13
Charge;Sexual offenses, total;Rebild;12;5;1;18;8;8;9;6;0;2;3;17;33;11
Charge;Sexual offenses, total;Thisted;17;17;8;17;17;9;19;12;10;8;12;20;31;20
Charge;Sexual offenses, total;Vesthimmerlands;15;8;12;16;11;18;10;17;12;19;21;40;27;41
Charge;Sexual offenses, total;Aalborg;69;64;61;43;77;69;47;94;56;46;120;159;127;124
Charge;Sexual offenses, total;Unknown municipality;69;43;42;60;74;86;46;53;140;101;135;212;319;710
Charge;Incest, etc.;Copenhagen;4;1;3;1;0;6;4;0;4;2;5;2;3;3
Charge;Incest, etc.;Frederiksberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Dragør;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Tårnby;0;0;1;0;0;0;0;1;0;0;0;0;0;1
Charge;Incest, etc.;Albertslund;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Ballerup;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Charge;Incest, etc.;Brøndby;0;0;0;0;0;0;0;0;0;12;0;0;0;0
Charge;Incest, etc.;Gentofte;0;0;0;0;1;1;0;0;0;0;1;2;0;0
Charge;Incest, etc.;Gladsaxe;1;1;0;1;0;0;2;0;0;0;0;0;0;0
Charge;Incest, etc.;Glostrup;0;0;2;2;0;0;0;0;0;0;0;0;0;1
Charge;Incest, etc.;Herlev;0;2;0;0;1;0;0;1;0;0;0;0;0;0
Charge;Incest, etc.;Hvidovre;1;1;1;1;2;0;1;0;0;0;0;0;0;0
Charge;Incest, etc.;Høje-Taastrup;3;0;1;0;0;0;1;1;4;0;0;0;0;0
Charge;Incest, etc.;Ishøj;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Charge;Incest, etc.;Lyngby-Taarbæk;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Rødovre;1;0;4;0;2;0;0;0;1;0;0;0;0;0
Charge;Incest, etc.;Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Allerød;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Egedal;2;0;0;0;0;0;0;0;0;0;1;0;2;0
Charge;Incest, etc.;Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Frederikssund;1;0;0;0;0;0;0;0;1;0;0;0;1;0
Charge;Incest, etc.;Furesø;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Gribskov;0;0;1;1;1;1;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Halsnæs;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Charge;Incest, etc.;Helsingør;0;0;0;1;0;1;0;0;0;0;0;0;1;0
Charge;Incest, etc.;Hillerød;0;0;0;1;0;0;0;0;0;0;1;1;1;0
Charge;Incest, etc.;Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Rudersdal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Bornholm;1;1;2;0;5;2;0;0;1;1;0;0;0;1
Charge;Incest, etc.;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Greve;0;1;0;4;0;1;0;0;0;0;0;0;0;1
Charge;Incest, etc.;Køge;0;1;0;2;0;2;0;4;0;0;0;0;3;0
Charge;Incest, etc.;Lejre;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Charge;Incest, etc.;Roskilde;0;0;0;0;0;2;0;0;1;0;0;1;0;0
Charge;Incest, etc.;Solrød;0;2;1;0;1;2;1;0;1;0;0;0;0;0
Charge;Incest, etc.;Faxe;0;1;0;0;0;0;0;0;1;0;0;2;0;0
Charge;Incest, etc.;Guldborgsund;4;2;1;4;0;2;0;2;1;0;1;1;0;3
Charge;Incest, etc.;Holbæk;1;1;1;1;0;2;4;2;1;0;3;5;0;0
Charge;Incest, etc.;Kalundborg;0;0;0;1;0;0;1;0;0;0;3;0;3;0
Charge;Incest, etc.;Lolland;0;0;0;6;0;0;0;0;0;0;0;2;0;1
Charge;Incest, etc.;Næstved;0;1;0;2;1;0;1;0;0;0;0;0;0;0
Charge;Incest, etc.;Odsherred;1;3;1;1;0;1;1;0;0;0;0;0;0;1
Charge;Incest, etc.;Ringsted;0;1;1;0;0;0;3;1;2;0;0;1;0;3
Charge;Incest, etc.;Slagelse;3;2;1;1;0;0;0;0;2;2;1;1;0;0
Charge;Incest, etc.;Sorø;1;0;0;0;0;0;0;1;0;0;1;1;2;0
Charge;Incest, etc.;Stevns;0;0;1;2;0;0;0;1;0;0;2;1;0;0
Charge;Incest, etc.;Vordingborg;0;0;0;0;1;1;0;1;0;0;2;2;0;0
Charge;Incest, etc.;Assens;1;0;0;2;1;0;0;1;0;1;0;0;0;1
Charge;Incest, etc.;Faaborg-Midtfyn;1;1;0;0;0;1;0;2;0;0;1;0;0;1
Charge;Incest, etc.;Kerteminde;0;0;0;0;0;0;1;0;0;1;1;0;0;0
Charge;Incest, etc.;Langeland;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Middelfart;0;0;0;1;0;1;0;0;1;0;0;1;0;0
Charge;Incest, etc.;Nordfyns;1;0;0;0;0;2;0;0;0;0;0;1;0;0
Charge;Incest, etc.;Nyborg;0;0;0;0;0;1;2;0;1;1;0;0;0;0
Charge;Incest, etc.;Odense;2;3;0;3;3;2;1;0;2;0;1;0;2;0
Charge;Incest, etc.;Svendborg;0;0;1;2;1;0;2;0;1;0;0;0;2;0
Charge;Incest, etc.;Ærø;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Charge;Incest, etc.;Billund;0;0;0;0;0;2;0;0;0;2;1;0;0;0
Charge;Incest, etc.;Esbjerg;0;6;2;1;0;1;3;2;5;0;0;0;0;0
Charge;Incest, etc.;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Fredericia;0;0;0;0;0;0;0;0;0;0;1;1;1;0
Charge;Incest, etc.;Haderslev;0;0;0;0;0;1;2;0;1;1;0;0;0;0
Charge;Incest, etc.;Kolding;1;1;0;1;0;0;0;1;0;0;0;0;1;0
Charge;Incest, etc.;Sønderborg;0;0;2;0;0;3;0;2;0;0;0;0;0;0
Charge;Incest, etc.;Tønder;2;0;2;0;1;2;1;1;0;0;2;1;0;1
Charge;Incest, etc.;Varde;1;4;0;3;0;1;2;1;0;0;1;0;0;0
Charge;Incest, etc.;Vejen;1;3;0;1;1;0;1;1;1;0;1;6;0;0
Charge;Incest, etc.;Vejle;2;1;2;1;1;4;2;2;0;0;0;0;3;0
Charge;Incest, etc.;Aabenraa;2;3;2;1;0;2;0;0;0;0;0;0;0;1
Charge;Incest, etc.;Favrskov;2;0;0;1;0;0;1;1;2;0;0;0;5;0
Charge;Incest, etc.;Hedensted;0;0;0;1;0;0;0;0;0;1;1;0;0;0
Charge;Incest, etc.;Horsens;3;0;0;0;2;0;1;0;0;0;0;1;0;0
Charge;Incest, etc.;Norddjurs;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Randers;0;0;4;1;0;0;0;0;0;1;0;0;0;3
Charge;Incest, etc.;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Silkeborg;0;3;0;0;0;0;0;1;1;0;1;2;3;0
Charge;Incest, etc.;Skanderborg;1;0;1;0;2;0;1;0;0;0;1;0;0;1
Charge;Incest, etc.;Syddjurs;0;0;0;0;1;0;1;0;0;2;0;0;0;0
Charge;Incest, etc.;Aarhus;8;0;1;0;2;1;1;1;0;3;0;1;2;2
Charge;Incest, etc.;Herning;2;0;0;0;0;1;0;0;0;0;0;0;1;1
Charge;Incest, etc.;Holstebro;0;3;0;2;0;0;0;1;1;0;0;0;34;0
Charge;Incest, etc.;Ikast-Brande;0;1;0;1;1;1;0;0;0;0;0;0;1;0
Charge;Incest, etc.;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Ringkøbing-Skjern;0;1;1;3;1;1;0;0;1;1;0;0;1;0
Charge;Incest, etc.;Skive;1;2;1;0;0;0;0;0;1;0;0;0;1;0
Charge;Incest, etc.;Struer;0;0;1;1;0;2;1;0;0;1;0;0;0;0
Charge;Incest, etc.;Viborg;0;0;0;1;0;1;1;0;0;1;2;0;1;4
Charge;Incest, etc.;Brønderslev;0;0;0;0;1;3;2;0;1;1;1;0;0;0
Charge;Incest, etc.;Frederikshavn;0;0;1;1;0;1;0;1;1;0;2;2;0;0
Charge;Incest, etc.;Hjørring;1;3;1;0;0;1;0;1;1;0;0;0;0;1
Charge;Incest, etc.;Jammerbugt;0;2;1;0;0;2;0;0;0;0;0;1;0;0
Charge;Incest, etc.;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Mariagerfjord;1;0;0;0;1;3;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Morsø;1;0;0;3;1;0;1;0;0;0;1;0;0;0
Charge;Incest, etc.;Rebild;0;0;1;2;1;0;0;0;0;0;0;0;0;0
Charge;Incest, etc.;Thisted;0;0;0;3;0;0;1;0;2;0;2;0;0;0
Charge;Incest, etc.;Vesthimmerlands;0;0;3;2;1;1;0;2;0;0;0;0;1;0
Charge;Incest, etc.;Aalborg;1;5;1;0;3;3;4;0;0;0;1;0;1;0
Charge;Incest, etc.;Unknown municipality;12;3;3;2;5;4;1;1;2;1;1;1;0;1
Charge;Rape, etc.;Copenhagen;25;39;29;29;26;39;25;37;36;50;61;66;52;73
Charge;Rape, etc.;Frederiksberg;3;1;2;0;1;2;5;3;3;6;6;4;9;18
Charge;Rape, etc.;Dragør;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Charge;Rape, etc.;Tårnby;1;0;0;1;1;0;2;2;2;3;1;4;3;5
Charge;Rape, etc.;Albertslund;4;8;7;3;3;1;0;0;1;3;2;1;2;8
Charge;Rape, etc.;Ballerup;2;5;1;1;1;4;7;2;2;3;6;2;8;12
Charge;Rape, etc.;Brøndby;0;7;3;3;1;1;0;1;1;1;33;5;4;5
Charge;Rape, etc.;Gentofte;3;5;0;2;2;2;3;1;1;2;1;2;5;5
Charge;Rape, etc.;Gladsaxe;6;1;4;1;1;3;0;1;3;2;1;5;6;6
Charge;Rape, etc.;Glostrup;1;0;1;0;1;1;4;1;2;2;1;0;7;5
Charge;Rape, etc.;Herlev;3;1;1;3;0;0;2;1;3;4;4;1;5;2
Charge;Rape, etc.;Hvidovre;2;2;4;4;2;2;1;2;1;8;6;2;4;10
Charge;Rape, etc.;Høje-Taastrup;2;1;2;5;1;1;6;1;4;6;5;3;5;13
Charge;Rape, etc.;Ishøj;4;1;1;1;1;3;1;3;0;5;1;1;4;4
Charge;Rape, etc.;Lyngby-Taarbæk;1;2;0;0;0;0;1;2;8;1;3;2;7;6
Charge;Rape, etc.;Rødovre;5;6;3;2;1;2;0;0;2;3;1;3;4;4
Charge;Rape, etc.;Vallensbæk;1;1;2;0;0;0;0;0;1;1;0;0;3;1
Charge;Rape, etc.;Allerød;2;1;2;0;2;1;2;1;0;2;1;0;2;0
Charge;Rape, etc.;Egedal;1;1;0;0;2;0;0;2;1;1;2;2;0;4
Charge;Rape, etc.;Fredensborg;2;0;4;0;0;0;0;1;0;4;0;6;3;0
Charge;Rape, etc.;Frederikssund;4;10;5;3;6;0;1;4;2;2;1;6;5;7
Charge;Rape, etc.;Furesø;0;1;0;1;0;1;0;1;0;2;1;2;1;3
Charge;Rape, etc.;Gribskov;3;3;2;1;3;0;2;2;1;8;4;3;4;2
Charge;Rape, etc.;Halsnæs;4;2;2;2;3;3;4;0;1;2;7;1;4;5
Charge;Rape, etc.;Helsingør;9;4;2;5;4;4;3;3;2;4;1;8;2;0
Charge;Rape, etc.;Hillerød;4;2;3;12;2;2;4;2;4;6;3;6;1;1
Charge;Rape, etc.;Hørsholm;1;1;0;0;0;1;2;0;0;1;0;1;2;2
Charge;Rape, etc.;Rudersdal;2;0;2;1;1;0;0;0;0;2;1;2;2;1
Charge;Rape, etc.;Bornholm;2;3;2;2;1;2;2;1;3;3;5;4;11;2
Charge;Rape, etc.;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Rape, etc.;Greve;2;4;4;5;2;0;1;2;4;2;2;3;3;8
Charge;Rape, etc.;Køge;3;5;1;2;0;2;1;5;4;5;3;7;4;2
Charge;Rape, etc.;Lejre;1;0;1;2;0;1;1;1;0;2;1;2;1;0
Charge;Rape, etc.;Roskilde;4;4;4;3;3;3;6;4;7;3;17;10;12;7
Charge;Rape, etc.;Solrød;0;2;0;1;4;0;1;1;0;1;0;2;1;0
Charge;Rape, etc.;Faxe;1;4;2;1;0;0;1;4;0;1;4;7;3;4
Charge;Rape, etc.;Guldborgsund;8;7;7;2;6;3;1;8;1;7;10;14;9;17
Charge;Rape, etc.;Holbæk;2;2;4;7;7;8;3;2;5;4;14;7;5;6
Charge;Rape, etc.;Kalundborg;3;0;6;7;2;2;5;5;1;1;6;5;7;5
Charge;Rape, etc.;Lolland;3;4;2;6;2;6;6;4;4;5;3;18;13;10
Charge;Rape, etc.;Næstved;6;6;3;4;4;5;3;3;6;9;12;20;9;12
Charge;Rape, etc.;Odsherred;3;3;2;3;11;3;1;2;1;1;10;2;1;10
Charge;Rape, etc.;Ringsted;1;1;1;2;6;3;1;1;2;3;2;1;4;1
Charge;Rape, etc.;Slagelse;6;5;3;5;7;3;6;4;5;13;7;15;13;11
Charge;Rape, etc.;Sorø;3;1;2;0;1;0;0;3;12;0;3;5;5;3
Charge;Rape, etc.;Stevns;1;1;1;3;2;0;0;1;0;1;2;13;2;1
Charge;Rape, etc.;Vordingborg;5;3;2;1;3;1;4;2;5;4;5;5;5;10
Charge;Rape, etc.;Assens;5;2;1;2;5;0;5;1;1;0;2;7;7;2
Charge;Rape, etc.;Faaborg-Midtfyn;1;0;2;1;1;4;2;1;3;1;10;2;10;10
Charge;Rape, etc.;Kerteminde;1;2;3;1;0;1;0;1;0;0;1;2;2;0
Charge;Rape, etc.;Langeland;0;0;0;3;0;0;0;0;0;3;0;0;2;0
Charge;Rape, etc.;Middelfart;0;0;0;3;5;3;0;1;2;4;2;5;3;3
Charge;Rape, etc.;Nordfyns;2;3;2;1;0;1;1;1;2;0;1;3;0;1
Charge;Rape, etc.;Nyborg;4;2;3;1;3;1;1;1;8;1;4;2;4;1
Charge;Rape, etc.;Odense;27;10;14;19;21;13;14;14;16;22;15;21;23;27
Charge;Rape, etc.;Svendborg;5;4;5;1;6;4;6;2;4;5;12;8;6;7
Charge;Rape, etc.;Ærø;0;1;0;1;0;0;0;0;0;0;1;1;0;0
Charge;Rape, etc.;Billund;0;2;0;1;1;0;0;1;0;4;0;1;2;7
Charge;Rape, etc.;Esbjerg;11;11;10;8;7;11;9;12;8;6;15;19;18;20
Charge;Rape, etc.;Fanø;0;0;0;0;1;0;0;0;0;3;0;0;0;0
